Source,Text,Class
kubernetes,"yeah, sorry that I don't have an actual link to walk you through. But part of the reason for using kubeadm is it makes a large part of the process easy",NL
kubernetes,"@spotter can you check your service config to make sure, you are proxying the correct ports",NL
kubernetes,Oct 26 16:42:19 wnoc-kube-1.novalocal kube-apiserver[29523]: I1026 16:42:19.831889 29523 logs.go:41] http: TLS handshake error from 127.0.0.1:54060: remote error: tls: bad certificate,LOG
kubernetes,@bharat not easily. Probably best to use @grampelberg 's link,NL
kubernetes,"I would say, check in kube-proxy log while initiating a request",NL
kubernetes,name: pricelabel,CODE
kubernetes,What do you mean ?,NL
kubernetes,And you're sure it's serving on port 5000 in the container?,NL
kubernetes,"@tamal based on my experience, maybe I'm wrong, when I set imagePullPolicy: always that only triggers image pull when I execute the deployment explicitly. restartPolicy: Always simply sends the docker start command to a stopped container to make sure the container is always up.",NL
kubernetes,The nginx Ingress controller supports upgrading to a WebSocket connection,NL
kubernetes,what do the logs from the crashing pod say?,NL
kubernetes,root 719 0.0 0.3 18196 3132 ? Ss 17:00 0:00 /bin/bash,CODE
kubernetes,maybe u can use NodePort and manually bind AWS ELBs' ports,NL
kubernetes,I use the exact same configuration to create a cluster for 1.7.8 and the worker node is successfully registered:,NL
kubernetes,Check your uer credentials in kube config,NL
kubernetes,you don't need it,NL
kubernetes,@U7JU2PH2N at my work we usually run stuff locally in docker and then when it's time to start testing add it to the CI/CD pipeline for development,NL
kubernetes,tr,NL
kubernetes,@mauilion any idea on this by any change? (see the previous comment as well),NL
kubernetes,Does anyone know if a k8s object auditing tool exists?,NL
kubernetes,kubectl describe pod shows Error syncing pod,NL
kubernetes,no logs whatsoever - kubectl logs ares --namespace=dev,NL_CODE
kubernetes,That should work. The overlay will take care of adding routes for your pods and kube-proxy will add iptables rules on all nodes to let them reach Service IPs,NL
kubernetes,ok. Just change https://github.com/kubernetes/client-go/blob/master/examples/workqueue/main.go slightly,NL_CODE
kubernetes,"@masteinhauser yes, and CRUD on RoleBinding, as well as bind permission on the clusterroles you'd want it to be able to bind to, right?",NL
kubernetes,#NAME?,CODE
kubernetes,Classic ELB?,NL
kubernetes,"dns works, we can reoslve the service ip",NL
kubernetes,"Error: found in requirements.yaml, but missing in charts/ directory: alertmanager, prometheus",NL_LOG
kubernetes,exit,NL
kubernetes,dns issues are usually related to networking....,NL
kubernetes,"oh, maybe I know",NL
kubernetes,@jeffhub how the hell did you find this article? your google foo is clearly superior.,NL
kubernetes,@pl I want to do somthing like that to have a real graceful stop with niginx :,NL
kubernetes,configMap:,CODE
kubernetes,through ingress?,NL
kubernetes,#NAME?,CODE
kubernetes,"Hi guys when setting up TLS I see secret is there in ingress, yet it takes the cluster certificate when browsing to the endpoint/domain.",NL
kubernetes,@heckj tks!,NL
kubernetes,"I have functional tests that I want to run a s part of a Jenkins build pipeline. I'm currently running them in a bare pod, rather than in a job, because I don't want the tests rerun in case of failure. Is it reasonable to use a bare pod?",NL
kubernetes,"hmm, the script does exit cleanly when user logs off SSH. Maybe Jobs will work... Let me give it a shot.",NL
kubernetes,"Yes, use minikube",NL
kubernetes,Oct 26 17:37:29 test178-minion-MTvrc kubelet-wrapper[1194]: I1026 17:37:29.077658 1194 aws.go:769] Zone not specified in configuration file; querying AWS metadata service,LOG
kubernetes,"Sorry if I missed this one in the documentation.. cant seem to find this in the google, I am trying to add an instance group, I do the kops create ig <name> I edit the file.. save it, then run kops update -y (shortened), it gives some output, but nothing is created it seems, I also tried rolling-update.. nothing seems to be coming up in AWS.. is there somewhere to debug this so I can see what the problem might be?",NL_CODE
kubernetes,path: /var/log,CODE
kubernetes,#NAME?,CODE
kubernetes,@U7LULHTJL Look at Drone and Honestbee,NL
kubernetes,You are forgetting the k8s overlay network. And is better use pods in 10.4.0.0/16 and services in 10.5.0.0/16,NL_CODE
kubernetes,any of you know how to get a ingress in kubernetes with traefik for Websockets ?,NL
kubernetes,you should be able to chown that directory to the user you're using for that docker image,NL
kubernetes,image: ajmulholland/fluentd-kube:v0.3,CODE
kubernetes,"That should run as service not pod, right?",NL
kubernetes,"Ah, something tells me you may not have configured cluster dns correctly. You should try kubeadm. It trivializes all of that stuff. https://kubernetes.io/docs/setup/independent/create-cluster-kubeadm/",NL_CODE
kubernetes,"Hi! I'm migrating applications from an old cluster to a new one. Question: as I would like to move my StatefulSets (with their volumes) is there a way to do it? I'm not interested in uptime, as these are just test clusters, but I would like to know how to migrate the PVs and how to rebind them, if possible. (on AWS)",NL
kubernetes,disabled,NL
kubernetes,@nottinhill yeah a context is a logical definition of a cluster with kubectl,NL
kubernetes,@U7NBP9Y2Z do you mean to switch between them?,NL
kubernetes,ca.pem,CODE
kubernetes,"Credentials are admin, correct!",NL
kubernetes,Does anyone know how the kubectl get pods command figures out that the pod is in status Running? I'm looking through the code but havent found it yet.,NL
kubernetes,"Being not pingable doesn't mean that the pod is unreachable. Ping is over ICMP protocol, which there's no relation with postgres over 5432",NL
kubernetes,the dev env is to big,NL
kubernetes,$ kubectl get pod busybox,CODE
kubernetes,"@mattnworb No, the ConfigMap and Pod have to be in the same namespace",NL
kubernetes,ERROR: logging before flag.Parse: I1026 21:33:17.410003 1 dnsprobe.go:75] Starting dnsProbe {Label:kubedns Server:127.0.0.1:10053 Name:kubernetes.default.svc.cluster.local. Interval:5s Type:1},LOG
kubernetes,"If you are trying connect in your postgres server from another pod, using the DNS name should work.",NL
kubernetes,i prefer to run everything remotely,NL
kubernetes,E1026 22:03:50.476883 1 reflector.go:199] k8s.io/dns/vendor/k8s.io/client-go/tools/cache/reflector.go:94: Failed to list *v1.Service: Get https://10.210.0.1:443/api/v1/services?resourceVersion=0: dial tcp 10.210.0.1:443: i/o timeout,LOG
kubernetes,- path: /.*\.(jpg|js$|css|html|png|bmp|gif),CODE
kubernetes,you need to add some scripting,NL
kubernetes,@U7JTRT5QS in certificate-authority can you ensure you have the public key of the ca,NL
kubernetes,what is difference between ingress and ingresscontroller,NL
kubernetes,Ok this is weird - I have roundrobin turned on my router so that traffic hits 2 diff pods equally. When I run a Curl it works great and I see traffic alternating between the 2 pods. But when I view the page in my browser (incognito or not) it keeps showing the same pod. Never goes to the other. Any idea on how to route traffic to the other pod?,NL
kubernetes,your solution suits my requirements perfectly. I want to deploy a set of ingress controllers but only on designated servers,NL
kubernetes,Let me know if that works,NL
kubernetes,Ubuntu,NL
kubernetes,Any of you running PHP code in containers and in k8s?,NL
kubernetes,"When I run root@pricelabel-app-249837175-mvjw6:/~# ./price-project & exit and I leave the bash, my script works",NL_CODE
kubernetes,you don't have the ca.pem,NL
kubernetes,Does it matter if my SHA-2 is full Root SHA-2 or if Root CA is SHA-1 encrypted?,NL
kubernetes,where hostname is the svc name?,NL
kubernetes,It looks like you have the wrong selector in the service manifest. You'll want to match the label you applied to the deployment. foot-test rather than foo-test-svc.,NL
kubernetes,"To generate, you can set token file in your api server",NL
kubernetes,"So I can just have a NodePort service and it will work, @U7RG1QSNS",NL
kubernetes,CERTS,CODE
kubernetes,so is the limitation due to something like this hasn't been implemented yet or that kind of global configuration goes against kubernetes' paradigms,NL
kubernetes,your ip is the svc ip,NL
kubernetes,https://github.com/appscode/kubernetes/blob/e5e972a381950bbf74e3a22e5ea8718c28bd2cda/cluster/addons/calico-policy-controller/calico-node-daemonset.yaml#L120,CODE
kubernetes,type: amazonEBS,CODE
kubernetes,don't know. not even sure it's in kubectl yet,NL
kubernetes,"Hi guys!! How to access endpoints like traefik-web-ui.kube-system in local network, from my laptop for example ?",NL
kubernetes,So conjure-up is like kubeadm but does the provider stuff for you ?,NL
kubernetes,"i don't know specific to kubernetes, but on that host if you can do docker ps -a and see the container that exited before the new one started, then you can do docker logs <containerid>",NL_CODE
kubernetes,rewrite /.*\.(jpg|js$|css|html|png|bmp|gif)/(.*) /$1 break,CODE
kubernetes,sharing it,NL
kubernetes,exec: \\\\\\\sh\\\\\\\: executable file not found in $PATH\\\\\n\,CODE
kubernetes,@mdavidsen default busybox 0/1 Error 0 42m,CODE
kubernetes,Take a look at OpenTracing,NL
kubernetes,"basically, to reach a service running in Cluster-1 from Cluster-2, that service must first be publically accessible from Cluster-1, meaning you can call it from outside cluster-1. Then you use that same exact URL to access the service from pods running inside Cluster-2.",NL
kubernetes,correct,NL
kubernetes,"for the ingress object, is it possible to have a host rule that will cover the url with and without www?",NL
kubernetes,So I need two services if I want to expose it on a NodePort,NL
kubernetes,"Sensible, yes. lol",NL
kubernetes,Failed to create client: ERROR communicating with apiserver: the server has asked for the client to provide credentials,LOG
kubernetes,Can you paste the output of kubectl get nodes?,NL
kubernetes,what are you guy using for StorageClass?,NL
kubernetes,i'mean. are u sure u are looking in the right namespace?,NL
kubernetes,Name:kubernetes.default.svc.cluster.local. Interval:5s Type:1,CODE
kubernetes,servicePort: 8090,CODE
kubernetes,@jeffhub well all I know is that all my clusters are on GKE,NL
kubernetes,Perhaps change order. I call the get-credentials near end before the kubectl commands:,NL
kubernetes,"Hi, I would to create new instance group as part of my configmap (in my case creation of ES) is there option to perform this ?",NL
kubernetes,Any quick way to check how many pods a node can adjust?,NL
kubernetes,it's a rarely-used directory but needs upload/download ability. just trying to finish QA for migrating 13-year-old legacy LAMP app to k8s and gke so can shift to building out new stack. this is my final hiccup.,NL
kubernetes,Thanks. Will bear that in mind.,NL
kubernetes,Was there a mismatch in the end?,NL
kubernetes,"I mean, do services stop sending NEW traffic to a deleted pod before the SIGTERM signal is sent to the pod main process",NL
kubernetes,tx @jpweber,NL
kubernetes,when I go to delete it to try again it times out with this sync error and I have no idea whats going on. I can't even exec into the pods and check namepaces nothing. I know it's not a quota issue I think I'm good there,NL
kubernetes,from the node,NL
kubernetes,@slavin.zach yeah it makes sensethanks,NL
kubernetes,Make sense of this for me please.,NL
kubernetes,"Maybe I didn't configure docker's network correctly enough? I have 1 master/1 node atm, am I supposed to have something handling the network for me yet?",NL
kubernetes,"We had/have similar issues. Our seem to be caused by DiskPressure, but we haven't been able to confirm this.",NL
kubernetes,value: elasticsearch,CODE
kubernetes,ctually i use OIDC and refresh tokens but that is out of the scope of what ur asking so i removed those parts from the config i pasted,NL
kubernetes,No,NL
kubernetes,which command?,NL
kubernetes,"It's not ideal, but is doing the job. My next step would be to create a CLI tool that the devs can whip up those templates and scripts quickly. k8sdeploy create staging --app-name= --container-name= etc",NL_CODE
kubernetes,--register-node=true \,CODE
kubernetes,"we have an old k8s 1.3 cluster in production, where one of the nodes lost the ability to have containers on it connectable via service IPs (both on node and from other nodes). how does on debug this?",NL
kubernetes,@ghop02 Try rsync,NL
kubernetes,alertmanager-fcbcdfc7-d6nx5 1/1 Running 0 4h,CODE
kubernetes,data:,CODE
kubernetes,is cluster-1 running in an environment that is firewalled at all?,NL
kubernetes,--insecure-bind-address=127.0.0.1 --insecure-port=8080,CODE
kubernetes,iptables-save | grep hostnames,CODE
kubernetes,i need some help of someone using k8s on google cloud,NL
kubernetes,ah,NL
kubernetes,hm ... how to get persistentvolumes asttached for pods per namespace ?,NL
kubernetes,I think that's done so that it won't overlap with any other RFC 1918 ranges currently in use with your network,NL
kubernetes,there are examples of nfs in the kubernetes repo. https://github.com/kubernetes/examples/tree/master/staging/volumes/nfs,NL_CODE
kubernetes,@U7FCJNU58 are you trying to update a deployment? you can't update labels after the first creation,NL
kubernetes,it's the same as before. Same thing is in my kubeconfig under client-certificate-data. I did the base64 decode. and it looks the same,NL
kubernetes,PDName: postgres-blah-data-disk,CODE
kubernetes,^ yep. the -p flag should let you pull logs from a stopped container,NL
kubernetes,I am not sure..,NL
kubernetes,we have multiple data providers with multiple formats and connection types that come in on different ports.,NL
kubernetes,Have you tried it?,NL
kubernetes,namespace?,NL
kubernetes,on centos vm,CODE
kubernetes,that was my first thought,NL
kubernetes,Given the following:,NL
kubernetes,spec:,CODE
kubernetes,there is no live migration in kubernetes,NL
kubernetes,"Hello. Where can I find someone who knows how to monitor pods probes states - ie ready vs unready? We are having some issues, but I can't find the way how to check at which times the pods were unready or not, does anyone has some idea?",NL
kubernetes,for kubeconfigs authentications,NL
kubernetes,yup I know but it seems dead for today,NL
kubernetes,also see https://github.com/docker-library/php/issues/186,NL_CODE
kubernetes,@U7N4JEF9U Downgrade to Docker 1.12.6 to start with. 17.09 is not validated with kubernetes,NL
kubernetes,If you need containers in separated pods -> created separated deployments,NL
kubernetes,Does pod cidr + service cidr need to be a real subnet? meaning if all of my hosts are on 192.168.13.0/24 could I just pick 10.32.1.0/24 for pod subnet?,NL_CODE
kubernetes,In what sense?,NL
kubernetes,"I've already tried thatNone of the solutions worked for me, elasticsearch is crashing because it says that it has no access to the folder",NL
kubernetes,it will only prevent new ones from being scheduled,NL
kubernetes,"got, it! Thanks a lot!",NL
kubernetes,@U7N4JEF9U https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG-1.8.md#external-dependencies is my source for this information,NL_CODE
kubernetes,you know the magic ? hehe,NL
kubernetes,this for mongo: Name: mongo-controller-qm4wn,NL_CODE
kubernetes,- http:,CODE
kubernetes,just proxying is messing up,NL
kubernetes,Doc says restartPolicy applies to all Containers in the Pod. restartPolicy only refers to restarts of the Containers by the kubelet on the same node.,NL
kubernetes,mountPath: /var/config.yml,CODE
kubernetes,this is perfect.,NL
kubernetes,"Are you terminating SSL at your ELB in HTTP mode or at your nginx Ingress controller with your ELB in TCP mode? It must be the latter, because ELBs don't supporting proxying WebSocket connections.",NL
kubernetes,matchLabels:,CODE
kubernetes,"I have a zombie stateful set. It was installed (along with other resources) using helm and the helm delete --purge failed (not sure helm's involvement matters). But now of course when I try to install that same helm chart it fails because the zombie stateful set still exists. kubectl get statefulsets does _not_ show the zombie, but kubectl get statefulset myzombie does. kubectl delete --force statefulset myzombie seems to just hang. Any advice on how to clear out that zombie definition?",NL_CODE
kubernetes,@3molo I can say that it looks interestingNo idea how/why that would occur. kubectl describe pod busybox?,NL
kubernetes,# multi_accept on;,CODE
kubernetes,imagePullPolicy: Always,CODE
kubernetes,},CODE
kubernetes,Ok. I'll have to fix that debian package though as it doesn't include kubeadm,NL
kubernetes,add more nodes before they get overcrowded,NL
kubernetes,TLS,CODE
kubernetes,@kdockery doesnt that override a whole directory ?,NL
kubernetes,"@amulholland You understood right! Moreover, I can say that if I use the Wifi adapter to connect to internet k8s hangs as well",NL
kubernetes,How to satisfy Ingress Certificate and Key requirements? Do I need to chain? I am getting error: failed to load key pair tls: private key does not match public key when doing: kubectl create secret tls savvisave-com-tls-secret --key domain.com.key --cert digicert-sha2.pem,NL_CODE
kubernetes,kube hpa wtf,CODE
kubernetes,"Hi guysWhen I get the memory/usage of a pod from Heapster, in which unit of measurement is it?",NL
kubernetes,"hey all, ive been seeing some oddness with 1.7.8 re: scheduling pods on kubelets that have no more pod IPs left in their pod CIDR",NL
kubernetes,How would I check this?,NL
kubernetes,Oct 26 16:42:19 wnoc-kube-1.novalocal kube-apiserver[29523]: I1026 16:42:19.998081 29523 logs.go:41] http: TLS handshake error from 127.0.0.1:54066: remote error: tls: bad certificate,LOG
kubernetes,"i mean alert if node fails, what do you prefer?",NL
kubernetes,"okay,",NL
kubernetes,np,NL
kubernetes,"there you go, dont forget to systemctl daemon-reload andrestart kubelet",NL
kubernetes,Type: GCEPersistentDisk (a Persistent Disk resource in Google Compute Engine),CODE
kubernetes,"but i was also messing around with --network, --image and instance size",NL
kubernetes,"@U7P7RBJEA i'm afraid i'm probably not the best person to help, i'm fairly new to k8s so my knowledge is limited",NL
kubernetes,"it is, we've restarted it too",NL
kubernetes,On step 8 (https://github.com/kelseyhightower/kubernetes-the-hard-way/blob/master/docs/08-bootstrapping-kubernetes-controllers.md) I tried running the command kubectl get componentstatuses but it fails. with error Unable to connect to the server: x509: certificate signed by unknown authority I tried running it with --insecure-skip-tls-verify and then I get Error from server (Forbidden): componentstatuses is forbidden: User admin cannot list componentstatuses at the cluster scope,NL_LOG
kubernetes,maybe it's something above that's throwing off the interpreter,NL
kubernetes,- backend:,CODE
kubernetes,"Ok, I will give it some time longer.",NL
kubernetes,how did you create your configamp?,NL
kubernetes,"hmm, works better now :/",NL
kubernetes,Hello. Anyway to give custom helm fullname?,NL
kubernetes,Are you using kubectl create to apply your YAML file?,NL
kubernetes,"yup for sure, it's a long read but covers pretty much everything",NL
kubernetes,"Hey, guys. Using heapster in two separate clusters using close the standard deploy. Is it possible to have them both populate to a single influxdb for a single grafana dashboard? I'm testing out a testing and staging cluster - as soon as I enabled the new sink on the staging cluster, all the testing cluster's data disappeared.",NL
kubernetes,:),NL
kubernetes,user: admin,CODE
kubernetes,following kubernetes the hard way approach,NL
kubernetes,that must be it,NL
kubernetes,@zatricky now I'm wondering...bytes or bits?,NL
kubernetes,doesn't describe give u interesting events?,NL
kubernetes,it's still really WIP,NL
kubernetes,"> it sounds like limiting user access per-namespace isn't really possible? per-namespace access requires role bindings within that namespace, not globbing",NL
kubernetes,I've seen Error pods in normal output anyways so,NL
kubernetes,(at least based on that output it should be /dev/dm-0),NL_CODE
kubernetes,"Hi, I'm using HPA and CA (autoscalers), it looks like I have enough nodes (16 cores each) but the pods are not being scheduled and those that are scheduled are not divided evenly between the nodes. It looks like this:",NL
kubernetes,did you deployed the networking addon ?,NL
kubernetes,@pl does tge preStop occur after sending SIGTERM ?,NL
kubernetes,"Hello, guys. I'm struggling to beat a problem with my container which send a request to API and it rejects it with 403. Something like this: 403 Client Error: Forbidden for url: https://10.233.0.1:443/api/v1/namespaces/default/pods?labelSelector=app%3Drabbitmq%2Cenvironment%3Dtesting%2Ctest%3Dtrue RBAC is enabled, but I've created the role which is allowed to get pods.",NL
kubernetes,@tamal thanks,NL
kubernetes,https://github.com/wongnai/kube-slack,CODE
kubernetes,@cburdick here.,NL
kubernetes,@lukas.dolezal,NL
kubernetes,Okies thanks,NL
kubernetes,nodeSelector:,CODE
kubernetes,"I would like to know this too, as Im a gitlab user as well. I currently just load a kubectl image and apply -f deloyment.yml lol",NL_CODE
kubernetes,Found these 2 alternatives. 1) run new relic as a daemonset: https://github.com/kubernetes/examples/blob/master/staging/newrelic/README.md 2) run newrelic in the php pod: https://discuss.newrelic.com/t/can-i-using-apm-php-in-kubernetes/42031,NL_CODE
kubernetes,do you have control over the cluster or are u a user? (i don't even know how this is done in k8s...),NL
kubernetes,USER PID %CPU %MEM VSZ RSS TTY STAT START TIME COMMAND,CODE
kubernetes,aww yea,NL
kubernetes,"Hi, a question regarding service communication: in a cluster, I have serviceA and serviceB, serviceA can reach out serviceB using serviceB's clusterip:port, now the question is, can serviceA reach serviceB using serviceB's external ip address?",NL
kubernetes,Starting dnsProbe,CODE
kubernetes,if you do an exec into the pod and do a whoami what user does it give you?,NL
kubernetes,31s 31s 1 horizontal-pod-autoscaler Normal SuccessfulRescale New size: 30; reason: cpu resource utilization (percentage of request) above target,LOG
kubernetes,I've got php-fpm & nginx deployments yeh,NL
kubernetes,rpc error: code = 13 desc = invalid header field value oci runtime error: exec failed: container_linux.go:247: starting container process caused \exec: \\\/bin/ls /ingress-controller/ssl\\\: stat /bin/ls /ingress-controller/ssl: no such file or directory\\n,LOG
kubernetes,"We do this as well. Not great. But I would like to use helm instead to deploy app continuously. But the base is the same: build (make the artefact), bake (inject all app configuration), deploy (helm with kube only configuration, and of course secrets, but no configmap, no env variable,...). The no env part is tricky, at least we keep env vars and stuff for some services deployed along side the main app(s), to reuse for instance rabbitmq container and so on",NL
kubernetes,kubectl delete --cascade=false --force=true --now=true statefulset myzombie,CODE
kubernetes,gcloud --quiet config set compute/zone ${CLOUDSDK_COMPUTE_ZONE},CODE
kubernetes,Error: 'dial tcp 10.200.3.2:8443: getsockopt: no route to host',LOG
kubernetes,is there any way to get pre-restart logs from a container that has restarted?,NL
kubernetes,- /bin/sh,CODE
kubernetes,Anyone????,NL
kubernetes,gcloud docker -- push gcr.io/${PROJECT_NAME_STG}/${DOCKER_IMAGE_NAME},CODE
kubernetes,strategy: {},CODE
kubernetes,hmm i could also use helm it still it looks like too complex,NL
kubernetes,client-go - Go client for Kubernetes.,CODE
kubernetes,"Ok, I'm getting frustrated with ELK now. To the point that I want to throw it out of the window. What system requirements are needed to make it happy, and keep it running for longer than 24 hours? I'm now getting Out of Java Heap Space errors. Currently set to value: -Xms2000m -Xmx2000m",NL_CODE
kubernetes,How can you read those labels normally?,NL
kubernetes,/etc/systemd/system/multi-user.target.wants/docker.service,CODE
kubernetes,http or https ???,NL
kubernetes,servicePort: 8091,CODE
kubernetes,ok,NL
kubernetes,rewrite /.*\.(jpg|js$|css|html|png|bmp|gif)/(.*) /$1 break;,CODE
kubernetes,"hmm, now I'm not sure how to proceed with this tutorial now that I can only make it work in default",NL
kubernetes,@ekarlso https://kubernetes.io/docs/tasks/configure-pod-container/configure-pod-configmap/#add-configmap-data-to-a-specific-path-in-the-volume,NL_CODE
kubernetes,- |,CODE
kubernetes,"I'm trying to setup kubernetes, running 1.7.x with docker. When I do kubectl run my-nginx --image=nginx, and then try kubectl exec my-nginx-217742694-7xh18 -- printenv, I get Error from server: error dialing backend: dial tcp 127.0.1.1:10250: getsockopt: connection refused",NL_LOG
kubernetes,should I create a new PVC with a larger size to mount to the existing node -> do rsync -> restart node to mount to new PVC,NL
kubernetes,and some udp connectiions,NL
kubernetes,"nice, do you know if there is a open source repo with your set up that I could have a look at? I have never made/used any bidirectional sync config",NL
kubernetes,"ideally you're only paged if there's a business impact, or something needs to be addressed _RIGHTNOW_. A pod dying should resolve itself. A node dying should resolve itself. But you want to make sure you're monitoring business metrics and alerting if customers/users are ever impacted.",NL
kubernetes,of *a* pod,NL
kubernetes,kubernetes-labs git:(master)kubectl create -f cron-job.yaml,CODE
kubernetes,"what might be some of the reasons why a pod fails to start with command passed as /bin/sh or /bin/bash, when it works properly with standalone docker run docker run -it --entrypoint /bin/bash localhost:2000/app.batch.adapter?",NL_CODE
kubernetes,"rather than creating a loadbalancer service, you could have a single ingress controller (there's an nginx one that we used for a short time, we've since moved to istio). Then when you create a new service you want to expose, you just create an ingress resource, Then all your ingress traffic to the cluster goes through a single loadbalancer connected to the ingress controller inside the cluster.",NL
kubernetes,Current attempt: ~~~ spec: containers: - image: gcr.io/my-project/my-app:latest name: my-app securityContext: privileged: true capabilities: add: - SYS_ADMIN lifecycle: postStart: exec: command: - sh - -c - > su www-root,NL_CODE
kubernetes,this is a great place to start. Thank you so much!,NL
kubernetes,Current attempt:,CODE
kubernetes,user:,CODE
kubernetes,Where can I take them so my developer team will have access? Do you know any example which I can refer?,NL
kubernetes,"@high_on_bananas sorry, it's not working. Even $ curl -l 10.10.10.222:5432 is not working.",NL_CODE
kubernetes,"@amulholland sorry, changed company since. that image is on the internal net",NL
kubernetes,"yeah, I'd heard the claim that Helm could do full CI/CD",NL
kubernetes,Is the 0.1 address the IP of the pod?,NL
kubernetes,"Yeah thats the problem @foxie You can stick a camera down all you like, but really how many checks are amazon actually doing on their delivery drivers",NL
kubernetes,"@3molo seems wired, but try to specify the full path to sh e.g. /bin/sh",NL_CODE
kubernetes,Lol,NL
kubernetes,@jpweber no at all,NL
kubernetes,"@hubt thanks, let me give a try!",NL
kubernetes,I did and it looks ok imo,NL
kubernetes,"Right, but what hostnames is the cert valid for, and is the Ingress's host one of those valid hosts?",NL
kubernetes,healths check failed [[kube-probe/1.8] 127.0.0.1:53240,LOG
kubernetes,which file do i need to base63-encode to connect from gitlab to k8s?,NL
kubernetes,?,NL
kubernetes,"No nodes are available that match all of the predicates: MatchNodeSelector (4), PodToleratesNodeTaints (3).",NL_CODE
kubernetes,"btw tested out cri-o project today instead of docker, it's still really WIP",NL
kubernetes,that link is always for current version,NL
kubernetes,I copied the same pod yaml as given on that page,NL
kubernetes,YAML,NL
kubernetes,Thanks @amulholland,NL
kubernetes,Hi @walteraa did you configure DNS server to resolve these entries ?,NL
kubernetes,Limiting a ES node to 500m CPU?,NL
kubernetes,that helps a lot,NL
kubernetes,22h 1s 9 horizontal-pod-autoscaler Normal SuccessfulRescale New size: 15,LOG
kubernetes,revisionHistoryLimit: 5,CODE
kubernetes,"Hi, everyone",NL
kubernetes,a Persistent Disk resource in Google Compute Engine,NL
kubernetes,you need an ingress controller,NL
kubernetes,22h 4m 2 horizontal-pod-autoscaler Normal SuccessfulRescale New size: 16,LOG
kubernetes,very little info to tell what's going on. one possible scenario is the svc selector is to broad and hits different pods/deployments in a round-robin fashion,NL
kubernetes,^--,CODE
kubernetes,Oct 26 20:19:43 test2-minion-8IcjE kubelet-wrapper[5596]: I1026 20:19:43.243413 5596 aws.go:810] Zone not specified in configuration file,LOG
kubernetes,"@tamal look at the objects in a collection of files (e.g., in a directory) and validate them",NL
kubernetes,"Hello, is there any GitHub with a beginner's tutorial that you indicate?",NL
kubernetes,"I have an intermediary container that receives uploads and then uploads to S3 (We are working on uploading to s3 directly, but the legacy is this way now). Sometimes there is an issue with the upload and the file gets stuck on the container. Is there an easy way to clean out these files every 90 minutes?",NL
kubernetes,@mdavidsen I've seen you around every time I've been lurking here.. what's you take on this:,NL
kubernetes,@U7FCJNU58 can you show the output of kubectl describe svc/foot-test-svc?,NL
kubernetes,you will need to use a NodePort service then,NL
kubernetes,my app port 8099 i am provding nodeport for service 30080,NL
kubernetes,https://kb.wisc.edu/middleware/page.php?id=4064 might help you check if the key actually matches the cert,NL_CODE
kubernetes,anyone run into,NL
kubernetes,kubectl get persistentvolumeclaims -n blah,CODE
kubernetes,8h 12m 3 horizontal-pod-autoscaler Normal SuccessfulRescale New size: 4; reason: cpu resource utilization (percentage of request) above target,LOG
kubernetes,"Hi Can someone please advise How I can setup kubernates cluster on VM running on OS CentOS Linux release 7.3.1611 (Core) With Docker Version 17.09.0-ce I Tried Following Instruction from https://kubernetes.io/docs/getting-started-guides/centos/centos_manual_config/ But Running into issues and now after installing flanneld.service Even Docker is not starting Oct 26 07:13:19 kuber-poc-app1 systemd[1]: flanneld.service: main process exited, code=exited, status=2/INVALIDARGUMENT Oct 26 07:13:19 kuber-poc-app1 systemd[1]: flanneld.service changed final-sigterm -> failed Oct 26 07:13:19 kuber-poc-app1 systemd[1]: Job flanneld.service/start finished, result=failed Oct 26 07:13:19 kuber-poc-app1 systemd[1]: Failed to start Flanneld overlay address etcd agent. Oct 26 07:13:19 kuber-poc-app1 systemd[1]: Sent message type=signal sender=n/a destination=n/a object=/org/freedesktop/system Oct 26 07:13:19 kuber-poc-app1 systemd[1]: Sent message type=signal sender=n/a destination=n/a object=/org/freedesktop/system Oct 26 07:13:19 kuber-poc-app1 systemd[1]: Job docker.service/start finished, result=dependency Oct 26 07:13:19 kuber-poc-app1 systemd[1]: Dependency failed for Docker Application Container Engine. Oct 26 07:13:19 kuber-poc-app1 systemd-logind[735]: Got message type=signal sender=:1.0 destination=n/a object=/org/freedeskt Oct 26 07:13:19 kuber-poc-app1 systemd[1]: Sent message type=signal sender=n/a destination=n/a object=/org/freedesktop/system Oct 26 07:13:19 kuber-poc-app1 systemd[1]: Sent message type=signal sender=n/a destination=n/a object=/org/freedesktop/system Oct 26 07:13:19 kuber-poc-app1 systemd[1]: Job docker.service/start failed with result 'dependency'. Oct 26 07:13:19 kuber-poc-app1 systemd[1]: Unit flanneld.service entered failed state. Oct 26 07:13:19 kuber-poc-app1 systemd[1]: flanneld.service failed. Please help me to clean this mess and get started from scracth again",NL_LOG
kubernetes,etc/systemd/system/docker.service.d/docker-external.conf,CODE
kubernetes,Can you explain a bit further @U7Q9UM449,NL
kubernetes,"I'm thinking passing kubectl configs via secret to a reaper container with only the kubectl binary that scrapes stopped containers in particular deployment (as input of environment variable)? or do you think there is a better, cleaner way of doing it?",NL
kubernetes,In the dev clsuster I want a ynique identifier what is build-1234.dev.<test>,NL
kubernetes,https://kubernetes.io/docs/tasks/debug-application-cluster/debug-service/,CODE
