ID,Jianwen,Maelick,Jianwen Mixed,Maelick Mixed,notes,Disagreement,Text
441,NL,Mixed,,Id,,TRUE,does somebody know how I can get the fluentd-elasticsearch in debug mode?
442,NL,NL,,,,FALSE,my deployment?
443,Mixed,Trace,Trace,,,TRUE,watch.go:41] Watch subnets: client: etcd cluster is unavailable or misconfigured
444,Code,,,,,TRUE,password: *****
445,NL,NL,,,,FALSE,it was some configuration thing
446,NL,NL,,,,FALSE,"from what i can recall, i spinned up like 2 or 3 clusters and started getting frustrated... on the 3rd i went for a coffee and when i came back it was ok... d'oh"
447,Mixed,Mixed,,"Command, Trace",,FALSE,Not Sure I always see these while running kubeadm init [kubelet-check] The HTTP call equal to 'curl -sSL http://localhost:10255/healthz/syncloop' failed with error: Get http://localhost:10255/healthz/syncloop: dial tcp [::1]:10255: getsockopt: connection refused. [kubelet-check] It seems like the kubelet isn't running or healthy. [kubelet-check] The HTTP call equal to 'curl -sSL http://localhost:10255/healthz' failed with error: Get http://localhost:10255/healthz: dial tcp [::1]:10255: getsockopt: connection refused. In Some blog I seen that we can ignore
448,NL,NL,,,,FALSE,"yeah, sorry that I don't have an actual link to walk you through. But part of the reason for using kubeadm is it makes a large part of the process easy"
449,NL,NL,,,,FALSE,"@spotter can you check your service config to make sure, you are proxying the correct ports"
450,Log,Log,,,,FALSE,Oct 26 16:42:19 wnoc-kube-1.novalocal kube-apiserver[29523]: I1026 16:42:19.831889 29523 logs.go:41] http: TLS handshake error from 127.0.0.1:54060: remote error: tls: bad certificate
451,NL,NL,,,,FALSE,@bharat not easily. Probably best to use @grampelberg 's link
452,NL,Mixed,,Id,,TRUE,"I would say, check in kube-proxy log while initiating a request"
453,Code,,,,,TRUE,name: pricelabel
454,NL,NL,,,,FALSE,What do you mean ?
455,NL,NL,,,,FALSE,And you're sure it's serving on port 5000 in the container?
456,Mixed,Mixed,,Id,,FALSE,"@tamal based on my experience, maybe I'm wrong, when I set imagePullPolicy: always that only triggers image pull when I execute the deployment explicitly. restartPolicy: Always simply sends the docker start command to a stopped container to make sure the container is always up."
457,NL,Mixed,,Id,,TRUE,The nginx Ingress controller supports upgrading to a WebSocket connection
458,NL,NL,,,,FALSE,what do the logs from the crashing pod say?
459,Other,,,,,TRUE,root 719 0.0 0.3 18196 3132 ? Ss 17:00 0:00 /bin/bash
460,NL,Mixed,,Id,,TRUE,maybe u can use NodePort and manually bind AWS ELBs' ports
461,NL,Mixed,,Version,,TRUE,I use the exact same configuration to create a cluster for 1.7.8 and the worker node is successfully registered:
462,NL,NL,,,,FALSE,Check your uer credentials in kube config
463,NL,NL,,,,FALSE,you don't need it
464,NL,NL,,,,FALSE,@U7JU2PH2N at my work we usually run stuff locally in docker and then when it's time to start testing add it to the CI/CD pipeline for development
465,NL,,,,,TRUE,tr
466,NL,NL,,,,FALSE,@mauilion any idea on this by any change? (see the previous comment as well)
467,NL,NL,,,,FALSE,Does anyone know if a k8s object auditing tool exists?
468,NL,Mixed,,Error,,TRUE,kubectl describe pod shows Error syncing pod
469,Mixed,Mixed,,Command,,FALSE,no logs whatsoever - kubectl logs ares --namespace=dev
470,NL,NL,,,,FALSE,That should work. The overlay will take care of adding routes for your pods and kube-proxy will add iptables rules on all nodes to let them reach Service IPs
471,Mixed,Mixed,,URL,,FALSE,ok. Just change https://github.com/kubernetes/client-go/blob/master/examples/workqueue/main.go slightly
472,NL,Mixed,,Id,,TRUE,"@masteinhauser yes, and CRUD on RoleBinding, as well as bind permission on the clusterroles you'd want it to be able to bind to, right?"
473,Code,Command,,,,TRUE,--register-node=true
474,NL,NL,,,,FALSE,Classic ELB?
475,NL,NL,,,,FALSE,"dns works, we can reoslve the service ip"
476,Mixed,Error,Error,,,TRUE,"Error: found in requirements.yaml, but missing in charts/ directory: alertmanager, prometheus"
477,NL,,,,,TRUE,exit
478,NL,NL,,,,FALSE,dns issues are usually related to networking....
479,NL,NL,,,,FALSE,"oh, maybe I know"
480,NL,NL,,,,FALSE,@jeffhub how the hell did you find this article? your google foo is clearly superior.
481,NL,NL,,,,FALSE,@pl I want to do somthing like that to have a real graceful stop with niginx :
482,Code,,,,,TRUE,configMap:
483,NL,NL,,,,FALSE,through ingress?
484,Code,Command,,,,TRUE,--cluster_domain=cluster.local \
485,NL,NL,,,,FALSE,"Hi guys when setting up TLS I see secret is there in ingress, yet it takes the cluster certificate when browsing to the endpoint/domain."
486,NL,NL,,,,FALSE,@heckj tks!
487,NL,NL,,,,FALSE,"I have functional tests that I want to run a s part of a Jenkins build pipeline. I'm currently running them in a bare pod, rather than in a job, because I don't want the tests rerun in case of failure. Is it reasonable to use a bare pod?"
488,NL,NL,,,,FALSE,"hmm, the script does exit cleanly when user logs off SSH. Maybe Jobs will work... Let me give it a shot."
489,NL,NL,,,,FALSE,"Yes, use minikube"
490,Log,LOg,,,,FALSE,Oct 26 17:37:29 test178-minion-MTvrc kubelet-wrapper[1194]: I1026 17:37:29.077658 1194 aws.go:769] Zone not specified in configuration file; querying AWS metadata service
491,NL,Mixed,,,Command?,TRUE,"Sorry if I missed this one in the documentation.. cant seem to find this in the google, I am trying to add an instance group, I do the kops create ig <name> I edit the file.. save it, then run kops update -y (shortened), it gives some output, but nothing is created it seems, I also tried rolling-update.. nothing seems to be coming up in AWS.. is there somewhere to debug this so I can see what the problem might be?"
492,Code,File,,,,TRUE,path: /var/log
493,Code,Command,,,,TRUE,--token
494,NL,NL,,,,FALSE,@U7LULHTJL Look at Drone and Honestbee
495,Mixed,Mixed,,IP,,FALSE,You are forgetting the k8s overlay network. And is better use pods in 10.4.0.0/16 and services in 10.5.0.0/16
496,NL,NL,,,,FALSE,any of you know how to get a ingress in kubernetes with traefik for Websockets ?
497,NL,NL,,,,FALSE,you should be able to chown that directory to the user you're using for that docker image
498,Code,,,,,TRUE,image: ajmulholland/fluentd-kube:v0.3
499,NL,NL,,,,FALSE,"That should run as service not pod, right?"
500,Mixed,Mixed,,URL,,FALSE,"Ah, something tells me you may not have configured cluster dns correctly. You should try kubeadm. It trivializes all of that stuff. https://kubernetes.io/docs/setup/independent/create-cluster-kubeadm/"
501,,,,,,,"Hi! I'm migrating applications from an old cluster to a new one. Question: as I would like to move my StatefulSets (with their volumes) is there a way to do it? I'm not interested in uptime, as these are just test clusters, but I would like to know how to migrate the PVs and how to rebind them, if possible. (on AWS)"
502,,,,,,,disabled
503,,,,,,,@nottinhill yeah a context is a logical definition of a cluster with kubectl
504,,,,,,,@U7NBP9Y2Z do you mean to switch between them?
505,,,,,,,ca.pem
506,,,,,,,"Credentials are admin, correct!"
507,,,,,,,Does anyone know how the kubectl get pods command figures out that the pod is in status Running? I'm looking through the code but havent found it yet.
508,,,,,,,"Being not pingable doesn't mean that the pod is unreachable. Ping is over ICMP protocol, which there's no relation with postgres over 5432"
509,,,,,,,the dev env is to big
510,,,,,,,$ kubectl get pod busybox
511,,,,,,,"@mattnworb No, the ConfigMap and Pod have to be in the same namespace"
512,,,,,,,ERROR: logging before flag.Parse: I1026 21:33:17.410003 1 dnsprobe.go:75] Starting dnsProbe {Label:kubedns Server:127.0.0.1:10053 Name:kubernetes.default.svc.cluster.local. Interval:5s Type:1}
513,,,,,,,"If you are trying connect in your postgres server from another pod, using the DNS name should work."
514,,,,,,,i prefer to run everything remotely
515,,,,,,,E1026 22:03:50.476883 1 reflector.go:199] k8s.io/dns/vendor/k8s.io/client-go/tools/cache/reflector.go:94: Failed to list *v1.Service: Get https://10.210.0.1:443/api/v1/services?resourceVersion=0: dial tcp 10.210.0.1:443: i/o timeout
516,,,,,,,- path: /.*\.(jpg|js$|css|html|png|bmp|gif)
517,,,,,,,you need to add some scripting
518,,,,,,,@U7JTRT5QS in certificate-authority can you ensure you have the public key of the ca
519,,,,,,,what is difference between ingress and ingresscontroller
520,,,,,,,Ok this is weird - I have roundrobin turned on my router so that traffic hits 2 diff pods equally. When I run a Curl it works great and I see traffic alternating between the 2 pods. But when I view the page in my browser (incognito or not) it keeps showing the same pod. Never goes to the other. Any idea on how to route traffic to the other pod?
521,,,,,,,your solution suits my requirements perfectly. I want to deploy a set of ingress controllers but only on designated servers
522,,,,,,,Let me know if that works
523,,,,,,,Ubuntu
524,,,,,,,Any of you running PHP code in containers and in k8s?
525,,,,,,,"When I run root@pricelabel-app-249837175-mvjw6:/~# ./price-project & exit and I leave the bash, my script works"
526,,,,,,,you don't have the ca.pem
527,,,,,,,Does it matter if my SHA-2 is full Root SHA-2 or if Root CA is SHA-1 encrypted?
528,,,,,,,where hostname is the svc name?
529,,,,,,,It looks like you have the wrong selector in the service manifest. You'll want to match the label you applied to the deployment. foot-test rather than foo-test-svc.
530,,,,,,,"To generate, you can set token file in your api server"
531,,,,,,,"So I can just have a NodePort service and it will work, @U7RG1QSNS"
532,,,,,,,CERTS
533,,,,,,,so is the limitation due to something like this hasn't been implemented yet or that kind of global configuration goes against kubernetes' paradigms
534,,,,,,,your ip is the svc ip
535,,,,,,,https://github.com/appscode/kubernetes/blob/e5e972a381950bbf74e3a22e5ea8718c28bd2cda/cluster/addons/calico-policy-controller/calico-node-daemonset.yaml#L120
536,,,,,,,type: amazonEBS
537,,,,,,,don't know. not even sure it's in kubectl yet
538,,,,,,,"Hi guys!! How to access endpoints like traefik-web-ui.kube-system in local network, from my laptop for example ?"
539,,,,,,,So conjure-up is like kubeadm but does the provider stuff for you ?
540,,,,,,,"i don't know specific to kubernetes, but on that host if you can do docker ps -a and see the container that exited before the new one started, then you can do docker logs <containerid>"
541,,,,,,,rewrite /.*\.(jpg|js$|css|html|png|bmp|gif)/(.*) /$1 break
542,,,,,,,sharing it
543,,,,,,,exec: \\\\\\\sh\\\\\\\: executable file not found in $PATH\\\\\n\
544,,,,,,,@mdavidsen default busybox 0/1 Error 0 42m
545,,,,,,,Take a look at OpenTracing
546,,,,,,,"basically, to reach a service running in Cluster-1 from Cluster-2, that service must first be publically accessible from Cluster-1, meaning you can call it from outside cluster-1. Then you use that same exact URL to access the service from pods running inside Cluster-2."
547,,,,,,,correct
548,,,,,,,"for the ingress object, is it possible to have a host rule that will cover the url with and without www?"
549,,,,,,,So I need two services if I want to expose it on a NodePort
550,,,,,,,"Sensible, yes. lol"
551,,,,,,,Failed to create client: ERROR communicating with apiserver: the server has asked for the client to provide credentials
552,,,,,,,Can you paste the output of kubectl get nodes?
553,,,,,,,what are you guy using for StorageClass?
554,,,,,,,i'mean. are u sure u are looking in the right namespace?
555,,,,,,,Name:kubernetes.default.svc.cluster.local. Interval:5s Type:1
556,,,,,,,servicePort: 8090
557,,,,,,,@jeffhub well all I know is that all my clusters are on GKE
558,,,,,,,Perhaps change order. I call the get-credentials near end before the kubectl commands:
559,,,,,,,"Hi, I would to create new instance group as part of my configmap (in my case creation of ES) is there option to perform this ?"
560,,,,,,,Any quick way to check how many pods a node can adjust?
561,,,,,,,it's a rarely-used directory but needs upload/download ability. just trying to finish QA for migrating 13-year-old legacy LAMP app to k8s and gke so can shift to building out new stack. this is my final hiccup.
562,,,,,,,Thanks. Will bear that in mind.
563,,,,,,,Was there a mismatch in the end?
564,,,,,,,"I mean, do services stop sending NEW traffic to a deleted pod before the SIGTERM signal is sent to the pod main process"
565,,,,,,,tx @jpweber
566,,,,,,,when I go to delete it to try again it times out with this sync error and I have no idea whats going on. I can't even exec into the pods and check namepaces nothing. I know it's not a quota issue I think I'm good there
567,,,,,,,from the node
568,,,,,,,@slavin.zach yeah it makes sensethanks
569,,,,,,,Make sense of this for me please.
570,,,,,,,"Maybe I didn't configure docker's network correctly enough? I have 1 master/1 node atm, am I supposed to have something handling the network for me yet?"
571,,,,,,,"We had/have similar issues. Our seem to be caused by DiskPressure, but we haven't been able to confirm this."
572,,,,,,,value: elasticsearch
573,,,,,,,ctually i use OIDC and refresh tokens but that is out of the scope of what ur asking so i removed those parts from the config i pasted
574,,,,,,,No
575,,,,,,,which command?
576,,,,,,,"It's not ideal, but is doing the job. My next step would be to create a CLI tool that the devs can whip up those templates and scripts quickly. k8sdeploy create staging --app-name= --container-name= etc"
577,,,,,,,--register-node=true \
578,,,,,,,"we have an old k8s 1.3 cluster in production, where one of the nodes lost the ability to have containers on it connectable via service IPs (both on node and from other nodes). how does on debug this?"
579,,,,,,,@ghop02 Try rsync
580,,,,,,,alertmanager-fcbcdfc7-d6nx5 1/1 Running 0 4h
581,,,,,,,data:
582,,,,,,,is cluster-1 running in an environment that is firewalled at all?
583,,,,,,,--insecure-bind-address=127.0.0.1 --insecure-port=8080
584,,,,,,,iptables-save | grep hostnames
585,,,,,,,i need some help of someone using k8s on google cloud
586,,,,,,,ah
587,,,,,,,hm ... how to get persistentvolumes asttached for pods per namespace ?
588,,,,,,,I think that's done so that it won't overlap with any other RFC 1918 ranges currently in use with your network
589,,,,,,,there are examples of nfs in the kubernetes repo. https://github.com/kubernetes/examples/tree/master/staging/volumes/nfs
590,,,,,,,@U7FCJNU58 are you trying to update a deployment? you can't update labels after the first creation
591,,,,,,,it's the same as before. Same thing is in my kubeconfig under client-certificate-data. I did the base64 decode. and it looks the same
592,,,,,,,PDName: postgres-blah-data-disk
593,,,,,,,^ yep. the -p flag should let you pull logs from a stopped container
594,,,,,,,I am not sure..
595,,,,,,,we have multiple data providers with multiple formats and connection types that come in on different ports.
596,,,,,,,Have you tried it?
597,,,,,,,namespace?
598,,,,,,,on centos vm
599,,,,,,,that was my first thought
600,,,,,,,Given the following:
601,,,,,,,spec:
602,,,,,,,there is no live migration in kubernetes
603,,,,,,,"Hello. Where can I find someone who knows how to monitor pods probes states - ie ready vs unready? We are having some issues, but I can't find the way how to check at which times the pods were unready or not, does anyone has some idea?"
604,,,,,,,for kubeconfigs authentications
605,,,,,,,yup I know but it seems dead for today
606,,,,,,,also see https://github.com/docker-library/php/issues/186
607,,,,,,,@U7N4JEF9U Downgrade to Docker 1.12.6 to start with. 17.09 is not validated with kubernetes
608,,,,,,,If you need containers in separated pods -> created separated deployments
609,,,,,,,Does pod cidr + service cidr need to be a real subnet? meaning if all of my hosts are on 192.168.13.0/24 could I just pick 10.32.1.0/24 for pod subnet?
610,,,,,,,In what sense?
611,,,,,,,"I've already tried thatNone of the solutions worked for me, elasticsearch is crashing because it says that it has no access to the folder"
612,,,,,,,it will only prevent new ones from being scheduled
613,,,,,,,"got, it! Thanks a lot!"
614,,,,,,,@U7N4JEF9U https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG-1.8.md#external-dependencies is my source for this information
615,,,,,,,you know the magic ? hehe
616,,,,,,,this for mongo: Name: mongo-controller-qm4wn
617,,,,,,,- http:
618,,,,,,,just proxying is messing up
619,,,,,,,Doc says restartPolicy applies to all Containers in the Pod. restartPolicy only refers to restarts of the Containers by the kubelet on the same node.
620,,,,,,,mountPath: /var/config.yml
621,,,,,,,this is perfect.
622,,,,,,,"Are you terminating SSL at your ELB in HTTP mode or at your nginx Ingress controller with your ELB in TCP mode? It must be the latter, because ELBs don't supporting proxying WebSocket connections."
623,,,,,,,matchLabels:
624,,,,,,,"I have a zombie stateful set. It was installed (along with other resources) using helm and the helm delete --purge failed (not sure helm's involvement matters). But now of course when I try to install that same helm chart it fails because the zombie stateful set still exists. kubectl get statefulsets does _not_ show the zombie, but kubectl get statefulset myzombie does. kubectl delete --force statefulset myzombie seems to just hang. Any advice on how to clear out that zombie definition?"
625,,,,,,,@3molo I can say that it looks interestingNo idea how/why that would occur. kubectl describe pod busybox?
626,,,,,,,# multi_accept on;
627,,,,,,,imagePullPolicy: Always
628,,,,,,,}
629,,,,,,,Ok. I'll have to fix that debian package though as it doesn't include kubeadm
630,,,,,,,add more nodes before they get overcrowded
631,,,,,,,TLS
632,,,,,,,@kdockery doesnt that override a whole directory ?
633,,,,,,,"@amulholland You understood right! Moreover, I can say that if I use the Wifi adapter to connect to internet k8s hangs as well"
634,,,,,,,How to satisfy Ingress Certificate and Key requirements? Do I need to chain? I am getting error: failed to load key pair tls: private key does not match public key when doing: kubectl create secret tls savvisave-com-tls-secret --key domain.com.key --cert digicert-sha2.pem
635,,,,,,,kube hpa wtf
636,,,,,,,"Hi guysWhen I get the memory/usage of a pod from Heapster, in which unit of measurement is it?"
637,,,,,,,"hey all, ive been seeing some oddness with 1.7.8 re: scheduling pods on kubelets that have no more pod IPs left in their pod CIDR"
638,,,,,,,How would I check this?
639,,,,,,,Oct 26 16:42:19 wnoc-kube-1.novalocal kube-apiserver[29523]: I1026 16:42:19.998081 29523 logs.go:41] http: TLS handshake error from 127.0.0.1:54066: remote error: tls: bad certificate
640,,,,,,,"i mean alert if node fails, what do you prefer?"
641,,,,,,,"okay,"
642,,,,,,,np
643,,,,,,,"there you go, dont forget to systemctl daemon-reload andrestart kubelet"
644,,,,,,,Type: GCEPersistentDisk (a Persistent Disk resource in Google Compute Engine)
645,,,,,,,"but i was also messing around with --network, --image and instance size"
646,,,,,,,"@U7P7RBJEA i'm afraid i'm probably not the best person to help, i'm fairly new to k8s so my knowledge is limited"
647,,,,,,,"it is, we've restarted it too"
648,,,,,,,On step 8 (https://github.com/kelseyhightower/kubernetes-the-hard-way/blob/master/docs/08-bootstrapping-kubernetes-controllers.md) I tried running the command kubectl get componentstatuses but it fails. with error Unable to connect to the server: x509: certificate signed by unknown authority I tried running it with --insecure-skip-tls-verify and then I get Error from server (Forbidden): componentstatuses is forbidden: User admin cannot list componentstatuses at the cluster scope
649,,,,,,,maybe it's something above that's throwing off the interpreter
650,,,,,,,- backend:
651,,,,,,,"Ok, I will give it some time longer."
652,,,,,,,how did you create your configamp?
653,,,,,,,"hmm, works better now :/"
654,,,,,,,Hello. Anyway to give custom helm fullname?
655,,,,,,,Are you using kubectl create to apply your YAML file?
656,,,,,,,"yup for sure, it's a long read but covers pretty much everything"
657,,,,,,,"Hey, guys. Using heapster in two separate clusters using close the standard deploy. Is it possible to have them both populate to a single influxdb for a single grafana dashboard? I'm testing out a testing and staging cluster - as soon as I enabled the new sink on the staging cluster, all the testing cluster's data disappeared."
658,,,,,,,:)
659,,,,,,,user: admin
660,,,,,,,following kubernetes the hard way approach
661,,,,,,,that must be it
662,,,,,,,@zatricky now I'm wondering...bytes or bits?
663,,,,,,,doesn't describe give u interesting events?
664,,,,,,,it's still really WIP
665,,,,,,,"> it sounds like limiting user access per-namespace isn't really possible? per-namespace access requires role bindings within that namespace, not globbing"
666,,,,,,,I've seen Error pods in normal output anyways so
667,,,,,,,(at least based on that output it should be /dev/dm-0)
668,,,,,,,"Hi, I'm using HPA and CA (autoscalers), it looks like I have enough nodes (16 cores each) but the pods are not being scheduled and those that are scheduled are not divided evenly between the nodes. It looks like this:"
669,,,,,,,did you deployed the networking addon ?
670,,,,,,,@pl does tge preStop occur after sending SIGTERM ?
671,,,,,,,"Hello, guys. I'm struggling to beat a problem with my container which send a request to API and it rejects it with 403. Something like this: 403 Client Error: Forbidden for url: https://10.233.0.1:443/api/v1/namespaces/default/pods?labelSelector=app%3Drabbitmq%2Cenvironment%3Dtesting%2Ctest%3Dtrue RBAC is enabled, but I've created the role which is allowed to get pods."
672,,,,,,,@tamal thanks
673,,,,,,,https://github.com/wongnai/kube-slack
674,,,,,,,@cburdick here.
675,,,,,,,@lukas.dolezal
676,,,,,,,Okies thanks
677,,,,,,,nodeSelector:
678,,,,,,,"I would like to know this too, as Im a gitlab user as well. I currently just load a kubectl image and apply -f deloyment.yml lol"
679,,,,,,,Found these 2 alternatives. 1) run new relic as a daemonset: https://github.com/kubernetes/examples/blob/master/staging/newrelic/README.md 2) run newrelic in the php pod: https://discuss.newrelic.com/t/can-i-using-apm-php-in-kubernetes/42031
680,,,,,,,do you have control over the cluster or are u a user? (i don't even know how this is done in k8s...)
681,,,,,,,USER PID %CPU %MEM VSZ RSS TTY STAT START TIME COMMAND
682,,,,,,,aww yea
683,,,,,,,"Hi, a question regarding service communication: in a cluster, I have serviceA and serviceB, serviceA can reach out serviceB using serviceB's clusterip:port, now the question is, can serviceA reach serviceB using serviceB's external ip address?"
684,,,,,,,Starting dnsProbe
685,,,,,,,if you do an exec into the pod and do a whoami what user does it give you?
686,,,,,,,31s 31s 1 horizontal-pod-autoscaler Normal SuccessfulRescale New size: 30; reason: cpu resource utilization (percentage of request) above target
687,,,,,,,I've got php-fpm & nginx deployments yeh
688,,,,,,,rpc error: code = 13 desc = invalid header field value oci runtime error: exec failed: container_linux.go:247: starting container process caused \exec: \\\/bin/ls /ingress-controller/ssl\\\: stat /bin/ls /ingress-controller/ssl: no such file or directory\\n
689,,,,,,,"We do this as well. Not great. But I would like to use helm instead to deploy app continuously. But the base is the same: build (make the artefact), bake (inject all app configuration), deploy (helm with kube only configuration, and of course secrets, but no configmap, no env variable,...). The no env part is tricky, at least we keep env vars and stuff for some services deployed along side the main app(s), to reuse for instance rabbitmq container and so on"
690,,,,,,,kubectl delete --cascade=false --force=true --now=true statefulset myzombie
691,,,,,,,gcloud --quiet config set compute/zone ${CLOUDSDK_COMPUTE_ZONE}
692,,,,,,,Error: 'dial tcp 10.200.3.2:8443: getsockopt: no route to host'
693,,,,,,,is there any way to get pre-restart logs from a container that has restarted?
694,,,,,,,- /bin/sh
695,,,,,,,Anyone????
696,,,,,,,gcloud docker -- push gcr.io/${PROJECT_NAME_STG}/${DOCKER_IMAGE_NAME}
697,,,,,,,strategy: {}
698,,,,,,,hmm i could also use helm it still it looks like too complex
699,,,,,,,client-go - Go client for Kubernetes.
700,,,,,,,"Ok, I'm getting frustrated with ELK now. To the point that I want to throw it out of the window. What system requirements are needed to make it happy, and keep it running for longer than 24 hours? I'm now getting Out of Java Heap Space errors. Currently set to value: -Xms2000m -Xmx2000m"
701,,,,,,,How can you read those labels normally?
702,,,,,,,/etc/systemd/system/multi-user.target.wants/docker.service
703,,,,,,,http or https ???
704,,,,,,,servicePort: 8091
705,,,,,,,ok
706,,,,,,,rewrite /.*\.(jpg|js$|css|html|png|bmp|gif)/(.*) /$1 break;
707,,,,,,,"hmm, now I'm not sure how to proceed with this tutorial now that I can only make it work in default"
708,,,,,,,@ekarlso https://kubernetes.io/docs/tasks/configure-pod-container/configure-pod-configmap/#add-configmap-data-to-a-specific-path-in-the-volume
709,,,,,,,- |
710,,,,,,,"I'm trying to setup kubernetes, running 1.7.x with docker. When I do kubectl run my-nginx --image=nginx, and then try kubectl exec my-nginx-217742694-7xh18 -- printenv, I get Error from server: error dialing backend: dial tcp 127.0.1.1:10250: getsockopt: connection refused"
711,,,,,,,should I create a new PVC with a larger size to mount to the existing node -> do rsync -> restart node to mount to new PVC
712,,,,,,,and some udp connectiions
713,,,,,,,"nice, do you know if there is a open source repo with your set up that I could have a look at? I have never made/used any bidirectional sync config"
714,,,,,,,"ideally you're only paged if there's a business impact, or something needs to be addressed _RIGHTNOW_. A pod dying should resolve itself. A node dying should resolve itself. But you want to make sure you're monitoring business metrics and alerting if customers/users are ever impacted."
715,,,,,,,of *a* pod
716,,,,,,,kubernetes-labs git:(master)kubectl create -f cron-job.yaml
717,,,,,,,"what might be some of the reasons why a pod fails to start with command passed as /bin/sh or /bin/bash, when it works properly with standalone docker run docker run -it --entrypoint /bin/bash localhost:2000/app.batch.adapter?"
718,,,,,,,"rather than creating a loadbalancer service, you could have a single ingress controller (there's an nginx one that we used for a short time, we've since moved to istio). Then when you create a new service you want to expose, you just create an ingress resource, Then all your ingress traffic to the cluster goes through a single loadbalancer connected to the ingress controller inside the cluster."
719,,,,,,,Current attempt: ~~~ spec: containers: - image: gcr.io/my-project/my-app:latest name: my-app securityContext: privileged: true capabilities: add: - SYS_ADMIN lifecycle: postStart: exec: command: - sh - -c - > su www-root
720,,,,,,,this is a great place to start. Thank you so much!
721,,,,,,,Current attempt:
722,,,,,,,user:
723,,,,,,,Where can I take them so my developer team will have access? Do you know any example which I can refer?
724,,,,,,,"@high_on_bananas sorry, it's not working. Even $ curl -l 10.10.10.222:5432 is not working."
725,,,,,,,"@amulholland sorry, changed company since. that image is on the internal net"
726,,,,,,,"yeah, I'd heard the claim that Helm could do full CI/CD"
727,,,,,,,Is the 0.1 address the IP of the pod?
728,,,,,,,"Yeah thats the problem @foxie You can stick a camera down all you like, but really how many checks are amazon actually doing on their delivery drivers"
729,,,,,,,"@3molo seems wired, but try to specify the full path to sh e.g. /bin/sh"
730,,,,,,,Lol
731,,,,,,,@jpweber no at all
732,,,,,,,"@hubt thanks, let me give a try!"
733,,,,,,,I did and it looks ok imo
734,,,,,,,"Right, but what hostnames is the cert valid for, and is the Ingress's host one of those valid hosts?"
735,,,,,,,healths check failed [[kube-probe/1.8] 127.0.0.1:53240
736,,,,,,,which file do i need to base63-encode to connect from gitlab to k8s?
737,,,,,,,?
738,,,,,,,"No nodes are available that match all of the predicates: MatchNodeSelector (4), PodToleratesNodeTaints (3)."
739,,,,,,,"btw tested out cri-o project today instead of docker, it's still really WIP"
740,,,,,,,that link is always for current version
741,,,,,,,I copied the same pod yaml as given on that page
742,,,,,,,YAML
743,,,,,,,Thanks @amulholland
744,,,,,,,Hi @walteraa did you configure DNS server to resolve these entries ?
745,,,,,,,Limiting a ES node to 500m CPU?
746,,,,,,,that helps a lot
747,,,,,,,22h 1s 9 horizontal-pod-autoscaler Normal SuccessfulRescale New size: 15
748,,,,,,,revisionHistoryLimit: 5
749,,,,,,,"Hi, everyone"
750,,,,,,,a Persistent Disk resource in Google Compute Engine
751,,,,,,,you need an ingress controller
752,,,,,,,22h 4m 2 horizontal-pod-autoscaler Normal SuccessfulRescale New size: 16
753,,,,,,,very little info to tell what's going on. one possible scenario is the svc selector is to broad and hits different pods/deployments in a round-robin fashion
754,,,,,,,^--
755,,,,,,,Oct 26 20:19:43 test2-minion-8IcjE kubelet-wrapper[5596]: I1026 20:19:43.243413 5596 aws.go:810] Zone not specified in configuration file
756,,,,,,,"@tamal look at the objects in a collection of files (e.g., in a directory) and validate them"
757,,,,,,,"Hello, is there any GitHub with a beginner's tutorial that you indicate?"
758,,,,,,,"I have an intermediary container that receives uploads and then uploads to S3 (We are working on uploading to s3 directly, but the legacy is this way now). Sometimes there is an issue with the upload and the file gets stuck on the container. Is there an easy way to clean out these files every 90 minutes?"
759,,,,,,,@mdavidsen I've seen you around every time I've been lurking here.. what's you take on this:
760,,,,,,,@U7FCJNU58 can you show the output of kubectl describe svc/foot-test-svc?
761,,,,,,,you will need to use a NodePort service then
762,,,,,,,my app port 8099 i am provding nodeport for service 30080
763,,,,,,,https://kb.wisc.edu/middleware/page.php?id=4064 might help you check if the key actually matches the cert
764,,,,,,,anyone run into
765,,,,,,,kubectl get persistentvolumeclaims -n blah
766,,,,,,,8h 12m 3 horizontal-pod-autoscaler Normal SuccessfulRescale New size: 4; reason: cpu resource utilization (percentage of request) above target
