Source,Text,Class
lucene,If you think it was sent incorrectly contact one of the administrators:,NL
lucene,Legacy Numeric Field types need to be more consistent in their input/output error checking & documentation,NL
lucene,function print(),Code
lucene,of thing,NL
lucene,existing.setField(name,Code
lucene,Dec 1,NL
lucene,Filters should return something that implements an interface,NL
lucene,On your comment about searcherNumDocs() and,Mixed
lucene,[ https://issues.apache.org/jira/browse/SOLR-1691?page=com.atlassian.jira.plugin.system.issuetabpanels:comment-tabpanel&focusedCommentId=12795732#action_12795732 ],URL
lucene,data will be populated to the parameter set:,NL
lucene,When I do a normal search,NL
lucene,Something that takes as long as generating top terms should also be,NL
lucene,Since the dataImporter is protected by a thread-lock - there is no thred-safe guarantee for the implementations of the full-import close hook.,NL
lucene,+++ contrib/dataimporthandler/src/main/java/org/apache/solr/handler/dataimport/JdbcDataSource.java	(working copy),File
lucene,+ JETTY-305 delayed connection destroy,NL
lucene,3. Manhattan (Vector),NL
lucene,<noble.paul@gmail.com> wrote:,NL
lucene,: - <!> [[Solr1.4]]>>,Other
lucene,field,NL
lucene,*conectTimeout*: 30000ms,NL
lucene,Noble Paul updated SOLR-1126:,NL
lucene,return n - (y & 1);,Code
lucene,First crack at this.  You'll need to download http://people.apache.org/~gsingers/extraction-libs.tar as it is too big to fit in JIRA.,Mixed
lucene,</copy>,Code
lucene,: +,Code
lucene,was (Author: billnbell):,NL
lucene,[ https://issues.apache.org/jira/browse/SOLR-1589?page=com.atlassian.jira.plugin.system.issuetabpanels:comment-tabpanel&focusedCommentId=12781273#action_12781273 ],URL
lucene,Reporter: Walter Underwood,NL
lucene,SolrServer server;,NL
lucene,This exception occurs if I have a field in a document with a null value.,NL
lucene,[ https://issues.apache.org/jira/browse/SOLR-734?page=com.atlassian.jira.plugin.system.issuetabpanels:comment-tabpanel&focusedCommentId=12626540,URL
lucene,: + === PlainTextEntityProcessor ===,Other
lucene,writeTag(EXTERN_STRING,Code
lucene,/bin/rm -rf ${data_dir}/index && \\,Code
lucene,: -  needRaw=true;,Code
lucene,I'm not sure the best way to get the ExtractingRequestHandler into the classpath here.,Mixed
lucene,It also builds the \hidden\ list as the inverse of the \gettable\ list.,NL
lucene,code like this...,NL
lucene,Just for the record,NL
lucene,was rewritten during that update.  I have included the information on,NL
lucene,: layer?,NL
lucene,DocumentBuilder builder = DocumentBuilderFactory.newInstance,Code
lucene,An XML commit only request handler,NL
