Source,Text,Class
mozilla,ICCread.c: http://pastebin.com/4gvpzV6r (I have to quit the find_tag function. It's not used anymore),Mixed
mozilla,why not use NS_ERROR_UNKNOWN_PROTOCOL?,Mixed
mozilla,Netscape allows me to use a built in mail client to send a message from a link.,NL
mozilla,"I think this bug should be Dup'd to 43579, or 43579 should be dup'd to this one.",NL
mozilla,The above URL works in:,NL
mozilla,Thanks.,NL
mozilla,It has not always been like this. I found a 1-November-2004 trunk build which,NL
mozilla,"So that final guard, even though it's dead, is serving a purpose... it's",NL
mozilla,- what happens if you change the running order (first the guest OS gets started,NL
mozilla,"NS_STYLE_TEXT_DECORATION_OVERLINE,",Id
mozilla,"I didn't say it covered all, now did I?  And I explicitly addressed the one exception.  Stop the silly straw-man arguments.",NL
mozilla,2. Try selecting the text.,NL
mozilla,"Yes, I'll definately have a go at doing this, although I probably will need to contact you on IRC at some point.",NL
mozilla,message display in compose window differs from how the message is displayed,NL
mozilla,.*** WARNING: Unable to verify checksum for D:\Programme\fftest\firefox\xul.dll,Mixed
mozilla,r=bbaetz,Code
mozilla,"Hey Jovan,",NL
mozilla,"illa\netwerk\streamconv\converters\nsMultiMixedConv.cpp, line 303",Trace
mozilla,This is not a blocker.,NL
mozilla,So it looks like there's definitely a perf regression associated with this change (scroll down to 'damp opt'): https://treeherder.mozilla.org/perf.html#/compare?originalProject=fx-team&originalRevision=288d12e9236b&newProject=try&newRevision=769bce3ee777,Mixed
mozilla,"Oh, and apart from the leaks, no visible Memcheck or Ptrcheck",NL
mozilla,Scenario2:,NL
mozilla,"stupid eg: A boy is supposed to be doing his homework on the comp but he decides to do some surfing. Afterwards his parents could easily see what he was doing because his last saved directory was ""/downloads/gametrailers""",Mixed
mozilla,*** This bug has been marked as a duplicate of 41984 ***,NL
mozilla,Problem happens under e10s and non-e10s.,NL
mozilla,Please try these and report back with your results.,NL
mozilla,Bobby: it no longer crashes. Thanks!,NL
mozilla,"nsHTTPFinalListener::OnStopRequest(nsHTTPFinalListener * const 0x05053c70,",Code
mozilla,*** This bug has been marked as a duplicate of 183697 ***,NL
mozilla,"Hi, Montoya",NL
mozilla,attachments intend to show the generalization of what this page demos.,NL
mozilla,according to bug 1009353 there should be an allowance to change the search provider based on MNC/MCC,NL
mozilla,Agree with jdm.,NL
mozilla,"To verify the real URI, click on location bar and push Escape key.",NL
mozilla,{{,Code
mozilla,"mmap2(NULL, 4096, PROT_READ|PROT_WRITE, MAP_PRIVATE|MAP_ANONYMOUS, -1, 0) =",Code
mozilla,04:50:50 WARNING - PROCESS-CRASH | dom/indexedDB/test/browser_perwindow_privateBrowsing.js | application crashed [@ mozilla::`anonymous namespace'::RunWatchdog(void *)],Log
mozilla,"I'm going to stop here for now. The JM architecture isn't great for fixing this, and given that we're planning a better one, spending any more time getting this queue solid and dealing with perf regressions doesn't seem to have any real benefit.",NL
mozilla,"Removing adt1.0.0. Pls land this on the trunk, and let it bake for a couple of",NL
mozilla,xul!js::NewBuiltinClassInstance<js::PlainObject>+0x18,Other
mozilla,Reproducing this is probably key to sorting out the problem.,NL
mozilla,"in mozilla's 'Preferences...',so this is my suggestion, that user can view the",NL
mozilla,before that.,NL
mozilla,https://dxr.mozilla.org/mozilla-central/source/layout/generic/nsImageFrame.cpp?from=nsImageFrame.cpp&case=true#1281,URL
mozilla,"Smaug says the spec about this is still not stable, and this certainly doesn't need to block alpha1 IMO. Updating blocking status...",NL
mozilla,"pref(""hal.processPriorityManager.gonk.FOREGROUND_HIGH.OomScoreAdjust"", 67);",Code
mozilla,This was fixed on,NL
mozilla,pushed some separated patch series to try.,NL
mozilla,DLS Version: 1.00.0016.0002,Version
mozilla,- works in e10s and non-e10s,NL
mozilla,"time I've been asked to type in that master password, it never accepts it.",NL
mozilla,and Michael Krax confirmed today (per e-mail) that the iconURL part is basically,NL
mozilla,"I don't understand the sequence of events, actually.",NL
mozilla,"In the other sydneyaudio backends, we added code to sa_stream_drain to check if any audio data is buffered but playback has not started, then force any buffered writes and start playback if necessary.  This works if the short sounds are played via the media decoders, since they're guaranteed to call sa_stream_drain.  Unfortunately, it doesn't help for short sounds played via mozWriteAudio because there's no clear point at which to drain.",NL
mozilla,"doc state: complete, not initial, showing, visible, active",Other
mozilla,#3   0x70015d18 in _pthread_cond_wait (),Other
mozilla,landed on v2.0m : https://github.com/mozilla-b2g/gaia/commit/a1b5959728c8bc2a82354e197bb161922d419866,Mixed
mozilla,"Here's another try at this, using some of the ideas of the patch I submitted last year and feedback from Mark's review.",NL
mozilla,Gecko-Rev       https://hg.mozilla.org/mozilla-central/rev/9ee9e193fc48,Mixed
mozilla,Built from http://hg.mozilla.org/releases/mozilla-1.9.2/rev/5ba5f965c12b,Mixed
mozilla,Product ID	FirefoxTrunk,NL
mozilla,"As discussed on IRC, we don't want to auto-unwrap scripted proxies when calling non-generic methods. We already don't do this for scripted indirect proxies, and this patch does the same for direct ones.",NL
mozilla,The Media Storage should be disable,NL
mozilla,line 981,Trace
mozilla,"if (col.value != -1 && !col.value.cycler && obj.value != ""twisty"")",Code
mozilla,pi,NL
mozilla,"1.8.1, not 1.8...  (and what happened to baking on trunk before landing on the branch?)",NL
mozilla,User-Agent:       Mozilla/5.0 (Windows; U; Windows NT 6.0; en-GB; rv:1.9.1b4) Gecko/20090423 Firefox/3.5b4 (.NET CLR 3.5.30729),Other
mozilla,Asynchronous Pan/Zoom: wheel input enabled; touch input enabled,NL
mozilla,No risk to desktop Aurora because click-to-play is mobile only for now. Approved for Aurora 13.,NL
mozilla,Fm_90.png to Fm@1.5x,Other
mozilla,"I searched the bug list many, many times for keywords related to this bug, but nothing came up.  Clearly bug 171255 is identical to this, so I'll resolve it.  Please vote for bug 171255 !",NL
mozilla,#include <sys/statvfs.h>,Code
mozilla,"0x028f9184, int * 0x0012cc98) line 3880 + 56 bytes",Trace
mozilla,0417ff6c 0032e03d nspr4!_PR_NativeRunThread(void * arg = 0x02db7b80)+0x169 [e:\builds\moz2_slave\release-mozilla-1.9.2-win32_build\build\nsprpub\pr\src\threads\combined\pruthr.c @ 448],Trace
mozilla,document.urlform.urls.options[x].value,Code
mozilla,Device Name            hammerhead,NL
mozilla,https://ftp.mozilla.org/pub/mozilla.org/firefox/nightly/2014/01/2014-01-15-mozilla-central-debug/firefox-29.0a1.en-US.debug-linux-i686.txt,URL
mozilla,Reasonable question.  See the profile in the bug this one blocks.  With the,NL
mozilla,"22:29:15     INFO -   9  xul.dll!js::CrossCompartmentWrapper::call(JSContext *,JS::Handle<JSObject *>,JS::CallArgs const &) [CrossCompartmentWrapper.cpp:30d59f3fb7e8 : 309 + 0xd]",Log
mozilla,"(as with Bug 656853, I discovered this while writing tests for bug 308590)",NL
mozilla,"Hi reporter,",NL
mozilla,It's a bit unfortunate that information that we haven't disclosed (a PoC in a non-public bug,NL
mozilla,-----------------------------------------------------------------,Other
mozilla,plussing,NL
mozilla,Win6.0  0.16,Version
mozilla,},Code
mozilla,http://searchfox.org/mozilla-central/rev/8562d3859b89ac89f46690b9ed2c473e0728d6c0/js/xpconnect/src/XPCJSContext.cpp#1242,URL
mozilla,doc = fr.contentWindow.document;,Code
mozilla,"Move this outside ""while (true)""",Mixed
mozilla,I just put an approval-mozilla-b2g30? request in for bug 964537,NL
mozilla,Documentation added:,NL
mozilla,Found it. It was in patch 0010-Fix-display-problem.patch,NL
mozilla,caption (and still eating memory).,NL
mozilla,https://github.com/mozilla-b2g/gaia/blob/master/customization/browser.json,URL
mozilla,...,Other
mozilla,10:06:18 INFO - 1577 INFO TEST-START | dom/media/tests/mochitest/test_peerConnection_close.html,Log
mozilla,This is the final patch that should be good for first cut. I will file followups for the know limitations etc.,NL
mozilla,Firmware Date          Sun May  3 19:40:11 EDT 2015,Log
mozilla,"nsHTMLReflowState const&, int, int, unsigned, unsigned&) + 148",Other
mozilla,by instead forcing creating an instance of settingsManager. Measurements,NL
mozilla,"null isn't an object when it's used in call or apply either, how would the inconsistency be justified?  When you all a function without an explicit this, you get the global object -- for all cases on the web that I know of.",NL
mozilla,17:34:07     INFO -       r4 = 0xbeb4ee54    r5 = 0x00000000    r6 = 0x431afa80    r7 = 0xbeb4ee1c,Log
mozilla,"In that attachment you had set layout.css.dpi to 96, right? If you set it to -1, or what you told Gnome (180), does bugzilla look unacceptable?",Mixed
mozilla,p->MaybeResolve(true);,Code
mozilla,IE:Mac 5     (MacRoman),Version
mozilla,"RCS file: /cvsroot/mozilla/widget/src/windows/nsToolkit.cpp,v",Mixed
mozilla,https://hg.mozilla.org/mozilla-central/rev/632404d4d00b,URL
mozilla,from /home/karl/.mozilla/plugins/libflashplayer.so,Mixed
mozilla,#7  0x00007f877e8137c3 in ?? () from /usr/lib/xulrunner-1.9.0.11/libxul.so,Other
mozilla,MAX_COOKIES_PER_SERVER).,Id
mozilla,The current HKSCS support in Mozilla is limited to HKSCS-1999.  Now that,NL
mozilla,"(3/3, 100%, etc)",Other
mozilla,gfx/src/xprintutil/xprintutil.c: * Retun error if printer does not support setting an orientation,Mixed
mozilla,PEP WARNING    | test_largedoc.js | open_page | unresponsive time: 2435 ms,Log
mozilla,"here that localized character in any page are rendered as ""diamonds with ?"",",NL
mozilla,application/x-itool    iTools Commands    itl    Yes,Other
mozilla,Expect Firefox to restart properly and to load the netcraft toolbar extension.,NL
mozilla,Always put a space before (,NL
mozilla,"I understand the approach you're suggesting now, and am willing to go that route. The patch you proposed almost does it, but misses a few other areas where canonicalization is necessary.",NL
mozilla,is still running. Launching Mozilla again at that point produces no result. Need,NL
mozilla,Minimal example:,NL
mozilla,"benc, is this a dup, or d'you know about it already?",NL
mozilla,"roc can you review the code, please.",NL
mozilla,gfx.driver-init.status: 2,Other
mozilla,User Agent: Mozilla/5.0 (Mobile; rv:40.0) Gecko/40.0 Firefox/40.0,Other
mozilla,"OS X 10.5.2 mozilla-central debug test mochitests-2/5 [testfailed] Started 10:06, finished 10:44",Other
mozilla,v1.2: 3c89aab6777f0ece3b30545b9b9bc7139c70d9b2,Other
mozilla,In Safe Mode it works fine after restart.,NL
mozilla,"Looks good, thanks!",NL
mozilla,"values, so they don't really mean much and it's probably not",NL
mozilla,r+a=ben@mozilla.org,Other
mozilla,"This -Wimplicit-fallthrough warning has actually been fixed in Blink's upstream Decimal.cpp. I tried updating our Decimal.cpp snapshot and reapplying our in-tree patches, but there were some merge conflicts from upstream changes I didn't understand well enough to resolve confidently.",NL
mozilla,Steps to Reproduce:,NL
mozilla,were prefs that used to work for this that we've explicitly removed in the last,NL
mozilla,"The cross-process mutex stuff should definitely be in another patch. I also think someone else should review this for the IPC stuff and general types usage (:blassey perhaps?), as I'm not that well versed in those areas.",NL
mozilla,Sound Test Result: Not run,NL
mozilla,"For some yet unknown reason, this bug behaves slightly different, when editing a",NL
mozilla,#8   0x028391d4 in nsCSSFrameConstructor::InitAndRestoreFrame(nsIPresContext *),Other
mozilla,2) Select File | Edit Page,NL
mozilla,"According to [1], Chrome disables DXVA for resolutions > 1080p on Windows due to faulty faulty drivers and expensive texture copying.",NL
mozilla,</quote>,Code
mozilla,22:26:14     INFO -  1374 INFO TEST-INFO | MEMORY STAT vsizeMaxContiguous after test: 600571904,Log
mozilla,rather stumped.  Is it definitely a consequence of this patch?  What happens if,NL
mozilla,https://travis-ci.org/mozilla-b2g/gaia/builds/29854014,URL
mozilla,least POST requests (and other non-idempotent methods):,NL
mozilla,I found this by disabling all add-ons and enabling them one-by-one.,NL
mozilla,"It isn't immediately obvious where the ""and"" points to. Which parts of the the sentence does it glue together?",NL
mozilla,I have only noticed this bug on bugzilla query results pages. It seems to happen,NL
mozilla,"Select the filter in the list, make sure ""Inbox"" is selected at the bottom, and click ""Run Now"". This should delete all the bugspam. You can then delete the filter.",NL
mozilla,"align=""JUSTIFY""",Code
mozilla,"[Comment 52 is an instance of this on inbound, from the push right *before* this landed, BTW. So all is still well.]",NL
mozilla,Thread 10:,NL
mozilla,https://crash-stats.mozilla.com/report/list?signature=JSC%3A%3AYarr%3A%3AInterpreter%3Cwchar_t%3E%3A%3ApopParenthesesDisjunctionContext%28JSC%3A%3AYarr%3A%3AInterpreter%3Cwchar_t%3E%3A%3ABackTrackInfoParentheses%2A%29&product=Firefox&query_type=contains&range_unit=weeks&process_type=any&hang_type=any&date=2014-05-12+13%3A00%3A00&range_value=2#tab-reports,URL
mozilla,I don't know if .crossOrigin returns the appropriate value if the attribute is missing or set to an invalid value.,NL
mozilla,"When the AudioChannelService sends the ""audiochannel-activity"" event, the window ID of the wrapper is the ID of the ""inside app"".",NL
mozilla,Done!,NL
mozilla,https://hg.mozilla.org/integration/mozilla-inbound/rev/c7dc1afc3c4c,URL
mozilla,mmaps   by size class: 8:212979; 9:24573; 10:8190; 11:6141; 12:2048; 13:1024; 14:512; 15:256; 16:192; 17:32; 18:48; 19:8; 20:4;,Other
mozilla,* FastListWidget.prototype.insertItemAt will now throw an error if you aren't appending,Mixed
mozilla,"On Home page, when I run the mouse over the photo, the pointer changes to a hand but the link info does not appear.  If I do the same thing in I.E., it works fine",NL
mozilla,"I wonder if this will induce significant delay in the local connection case after stable state has been reached (all shims are patched in). A good benchmark will be the web console, since Mihai has been measuring its performance for quite some time now.",NL
mozilla,So you use the full URL for the Cache key here to provide separation between different ServiceWorker scripts within the same origin?  It seems this is not covered in the spec.  Can you open an issue on the SW github to clarify?,NL
mozilla,"As for the wkCursor stuff, though, I suspect those methods are thin wrappers around undocumented system calls.  I've encountered this kind of thing before in WebKit.",NL
mozilla,#0  0xffffe410 in __kernel_vsyscall (),Other
